room_id,hotel_id,room_type,room_number,price_per_night,availability_status
471,5,Single,170,76.99,booked
472,5,Double,171,447.88,booked
473,5,Single,172,226.11,booked
474,5,Single,173,87.93,booked
475,5,Single,174,335.77,maintenance
476,5,Double,175,119.66,booked
477,5,Single,176,467.48,available
478,5,Single,177,360.56,available
479,5,Double,178,148.67,booked
480,5,Single,179,145.49,maintenance
481,5,Single,180,200.05,booked
482,5,Suite,181,152.68,booked
483,5,Double,182,392.98,maintenance
484,5,Suite,183,174.76,booked
485,5,Double,184,74.29,booked
486,5,Single,185,339.63,booked
487,5,Double,186,285.42,booked
488,5,Double,187,466.8,maintenance
489,5,Single,188,499.71,booked
490,5,Double,189,248.01,booked
491,5,Double,190,262.07,available
492,5,Single,191,374.06,booked
493,5,Double,192,103.63,booked
494,5,Double,193,416.48,booked
495,5,Single,194,113.0,maintenance
496,5,Single,195,292.22,booked
497,5,Single,196,181.78,maintenance
498,5,Double,197,310.25,booked
499,5,Single,198,264.72,maintenance
500,5,Double,199,408.12,maintenance
501,6,Suite,100,385.61,booked
502,6,Double,101,493.5,maintenance
503,6,Single,102,379.5,maintenance
504,6,Single,103,199.15,maintenance
505,6,Double,104,353.33,booked
506,6,Suite,105,307.25,booked
507,6,Double,106,309.2,maintenance
508,6,Single,107,124.28,available
509,6,Suite,108,276.27,available
510,6,Double,109,264.26,booked
511,6,Suite,110,322.91,maintenance
512,6,Double,111,209.02,maintenance
513,6,Suite,112,188.55,maintenance
514,6,Single,113,236.38,maintenance
515,6,Single,114,452.83,maintenance
516,6,Double,115,436.89,maintenance
517,6,Single,116,390.69,booked
518,6,Single,117,324.97,available
519,6,Single,118,231.31,maintenance
520,6,Double,119,232.6,booked
521,6,Suite,120,94.75,maintenance
522,6,Suite,121,168.2,available
523,6,Single,122,345.11,available
524,6,Double,123,119.37,booked
525,6,Single,124,159.37,maintenance
526,6,Suite,125,98.99,booked
527,6,Single,126,289.45,available
528,6,Double,127,262.88,maintenance
529,6,Suite,128,273.92,available
530,6,Double,129,70.53,available
531,6,Suite,130,339.59,available
532,6,Suite,131,80.68,booked
533,6,Single,132,218.43,available
534,6,Double,133,286.7,available
535,6,Suite,134,333.24,booked
536,6,Single,135,390.04,booked
537,6,Double,136,487.4,available
538,6,Single,137,256.17,maintenance
539,6,Suite,138,128.22,booked
540,6,Single,139,368.55,maintenance
541,6,Suite,140,268.12,maintenance
542,6,Double,141,430.47,available
543,6,Single,142,127.81,booked
544,6,Double,143,56.93,maintenance
545,6,Double,144,318.88,booked
546,6,Suite,145,85.2,booked
547,6,Suite,146,427.72,available
548,6,Single,147,497.43,booked
549,6,Double,148,462.98,available
550,6,Single,149,279.26,maintenance
551,6,Suite,150,291.0,maintenance
552,6,Single,151,158.38,maintenance
553,6,Double,152,306.43,available
554,6,Double,153,384.18,maintenance
555,6,Double,154,132.91,maintenance
556,6,Double,155,444.03,available
557,6,Single,156,434.15,maintenance
558,6,Double,157,380.68,maintenance
559,6,Single,158,233.63,available
560,6,Suite,159,74.6,booked
561,6,Single,160,386.59,maintenance
562,6,Single,161,232.43,available
563,6,Single,162,470.51,available
564,6,Double,163,211.95,available
565,6,Single,164,53.13,booked
566,6,Double,165,312.36,booked
567,6,Suite,166,485.16,booked
568,6,Single,167,456.04,booked
569,6,Double,168,271.22,available
570,6,Single,169,289.88,maintenance
571,6,Suite,170,140.75,available
572,6,Single,171,332.12,booked
573,6,Double,172,450.72,available
574,6,Single,173,135.19,maintenance
575,6,Suite,174,145.06,maintenance
576,6,Double,175,334.62,booked
577,6,Suite,176,126.36,booked
578,6,Suite,177,338.17,available
579,6,Single,178,423.92,booked
580,6,Single,179,135.2,available
581,6,Suite,180,117.71,available
582,6,Suite,181,292.14,booked
583,6,Double,182,121.65,maintenance
584,6,Double,183,116.25,available
585,6,Double,184,413.05,available
586,6,Double,185,250.49,booked
587,6,Single,186,340.08,booked
588,6,Suite,187,98.75,available
589,6,Single,188,494.5,booked
590,6,Double,189,140.87,available
591,6,Suite,190,478.3,available
592,6,Suite,191,241.27,maintenance
593,6,Suite,192,312.86,available
594,6,Single,193,186.23,booked
595,6,Single,194,185.96,available
596,6,Single,195,257.38,available
597,6,Double,196,308.78,maintenance
598,6,Double,197,209.63,maintenance
599,6,Single,198,468.88,maintenance
600,6,Single,199,392.06,booked
601,7,Suite,100,205.76,booked
602,7,Single,101,328.92,maintenance
603,7,Single,102,51.99,available
604,7,Double,103,154.95,booked
605,7,Double,104,267.53,booked
606,7,Double,105,367.69,maintenance
607,7,Single,106,123.47,maintenance
608,7,Suite,107,469.88,booked
609,7,Double,108,197.36,maintenance
610,7,Suite,109,476.22,maintenance
611,7,Single,110,418.5,maintenance
612,7,Double,111,237.13,available
613,7,Single,112,392.74,available
614,7,Double,113,159.55,available
615,7,Double,114,498.27,maintenance
616,7,Single,115,195.92,available
617,7,Single,116,330.03,available
618,7,Double,117,315.47,booked
619,7,Single,118,393.72,available
620,7,Double,119,354.18,booked
621,7,Double,120,136.19,available
622,7,Suite,121,254.95,booked
623,7,Single,122,357.96,maintenance
624,7,Double,123,205.1,maintenance
625,7,Single,124,422.12,maintenance
626,7,Single,125,354.38,available
627,7,Single,126,145.85,available
628,7,Single,127,339.29,available
629,7,Double,128,271.38,booked
630,7,Suite,129,144.59,booked
631,7,Suite,130,303.44,booked
632,7,Single,131,193.89,maintenance
633,7,Single,132,450.47,booked
634,7,Suite,133,390.81,available
635,7,Single,134,480.53,booked
636,7,Suite,135,237.32,booked
637,7,Suite,136,255.56,available
638,7,Single,137,93.71,available
639,7,Double,138,50.55,booked
640,7,Suite,139,411.72,available
641,7,Single,140,387.41,booked
642,7,Single,141,431.27,available
643,7,Single,142,423.89,available
644,7,Single,143,419.27,available
645,7,Single,144,468.96,maintenance
646,7,Single,145,102.42,booked
647,7,Suite,146,347.47,booked
648,7,Single,147,125.33,available
649,7,Single,148,99.75,maintenance
650,7,Single,149,205.68,maintenance
651,7,Suite,150,228.96,booked
652,7,Suite,151,464.68,available
653,7,Double,152,276.6,available
654,7,Single,153,248.56,available
655,7,Double,154,440.13,maintenance
656,7,Single,155,247.35,available
657,7,Double,156,326.97,maintenance
658,7,Double,157,216.37,maintenance
659,7,Single,158,470.93,booked
660,7,Single,159,112.37,maintenance
661,7,Single,160,53.03,available
662,7,Single,161,326.74,maintenance
663,7,Single,162,435.57,booked
664,7,Double,163,309.58,booked
665,7,Single,164,498.01,available
666,7,Double,165,390.17,booked
667,7,Suite,166,476.5,booked
668,7,Single,167,231.93,booked
669,7,Suite,168,467.12,maintenance
670,7,Suite,169,296.53,available
671,7,Suite,170,68.0,booked
672,7,Single,171,102.61,maintenance
673,7,Double,172,186.47,maintenance
674,7,Suite,173,363.26,booked
675,7,Suite,174,99.28,booked
676,7,Single,175,61.06,available
677,7,Single,176,384.63,available
678,7,Double,177,489.92,available
679,7,Single,178,243.99,booked
680,7,Suite,179,194.92,maintenance
681,7,Suite,180,396.82,maintenance
682,7,Single,181,199.58,available
683,7,Single,182,482.75,available
684,7,Double,183,339.99,booked
685,7,Double,184,463.39,maintenance
686,7,Single,185,203.61,booked
687,7,Single,186,181.01,available
688,7,Double,187,268.46,available
689,7,Double,188,487.23,available
690,7,Double,189,60.52,maintenance
691,7,Suite,190,429.94,maintenance
692,7,Double,191,395.6,booked
693,7,Single,192,484.66,available
694,7,Single,193,86.01,maintenance
695,7,Single,194,397.6,maintenance
696,7,Suite,195,187.93,booked
697,7,Single,196,397.32,available
698,7,Suite,197,399.83,available
699,7,Double,198,230.16,available
700,7,Single,199,377.15,booked
701,8,Single,100,398.89,booked
702,8,Double,101,372.04,available
703,8,Single,102,397.2,available
704,8,Suite,103,448.62,available
705,8,Double,104,330.31,available
706,8,Suite,105,471.27,available
707,8,Suite,106,476.99,maintenance
708,8,Suite,107,339.68,maintenance
709,8,Single,108,398.4,maintenance
710,8,Double,109,250.74,booked
711,8,Single,110,452.1,available
712,8,Suite,111,63.29,maintenance
713,8,Double,112,470.76,maintenance
714,8,Double,113,384.91,maintenance
715,8,Suite,114,141.49,available
716,8,Single,115,318.6,booked
717,8,Single,116,429.43,booked
718,8,Single,117,462.29,maintenance
719,8,Suite,118,305.13,available
720,8,Suite,119,161.54,available
721,8,Single,120,153.16,booked
722,8,Double,121,370.31,maintenance
723,8,Double,122,276.94,maintenance
724,8,Double,123,326.09,maintenance
725,8,Suite,124,442.47,available
726,8,Single,125,291.88,booked
727,8,Suite,126,190.7,booked
728,8,Single,127,494.15,maintenance
729,8,Double,128,259.03,booked
730,8,Single,129,55.25,maintenance
731,8,Single,130,437.83,maintenance
732,8,Double,131,335.35,available
733,8,Double,132,471.64,maintenance
734,8,Double,133,156.89,available
735,8,Single,134,471.38,available
736,8,Single,135,307.05,maintenance
737,8,Suite,136,189.3,booked
738,8,Suite,137,420.02,maintenance
739,8,Single,138,295.67,maintenance
740,8,Single,139,99.39,maintenance
741,8,Suite,140,385.42,maintenance
742,8,Double,141,295.24,available
743,8,Suite,142,339.64,maintenance
744,8,Double,143,392.49,available
745,8,Single,144,107.46,booked
746,8,Suite,145,161.37,booked
747,8,Double,146,305.11,maintenance
748,8,Double,147,458.42,available
749,8,Suite,148,426.62,booked
750,8,Double,149,191.54,booked
751,8,Single,150,272.69,available
752,8,Single,151,202.15,maintenance
753,8,Single,152,471.82,available
754,8,Single,153,466.68,maintenance
755,8,Single,154,327.55,booked
756,8,Double,155,384.44,maintenance
757,8,Suite,156,93.57,available
758,8,Suite,157,358.18,available
759,8,Single,158,362.04,available
760,8,Double,159,288.92,booked
761,8,Suite,160,451.14,maintenance
762,8,Double,161,367.57,maintenance
763,8,Single,162,99.8,maintenance
764,8,Single,163,335.1,booked
765,8,Single,164,251.94,booked
766,8,Single,165,443.82,maintenance
767,8,Single,166,451.12,available
768,8,Double,167,417.2,booked
769,8,Suite,168,252.6,available
770,8,Double,169,132.29,booked
771,8,Suite,170,297.13,maintenance
772,8,Single,171,307.91,maintenance
773,8,Suite,172,75.78,maintenance
774,8,Suite,173,112.94,available
775,8,Single,174,413.48,maintenance
776,8,Suite,175,415.28,available
777,8,Double,176,173.7,available
778,8,Suite,177,144.66,available
779,8,Suite,178,491.38,maintenance
780,8,Double,179,143.26,available
781,8,Suite,180,81.34,maintenance
782,8,Suite,181,339.22,available
783,8,Double,182,147.74,available
784,8,Double,183,248.65,available
785,8,Suite,184,343.01,booked
786,8,Suite,185,337.53,available
787,8,Suite,186,60.5,booked
788,8,Suite,187,59.57,booked
789,8,Single,188,152.16,booked
790,8,Suite,189,450.78,booked
791,8,Single,190,214.29,maintenance
792,8,Suite,191,96.33,booked
793,8,Double,192,237.74,maintenance
794,8,Single,193,157.07,maintenance
795,8,Suite,194,107.84,available
796,8,Double,195,212.04,booked
797,8,Suite,196,325.58,available
798,8,Double,197,73.28,booked
799,8,Suite,198,114.23,available
800,8,Suite,199,118.14,available
801,9,Single,100,358.42,booked
802,9,Double,101,316.92,available
803,9,Suite,102,323.07,booked
804,9,Suite,103,413.21,maintenance
805,9,Single,104,81.1,maintenance
806,9,Suite,105,422.35,maintenance
807,9,Single,106,318.14,available
808,9,Suite,107,400.8,available
809,9,Double,108,203.06,available
810,9,Double,109,156.35,maintenance
811,9,Suite,110,417.93,booked
812,9,Double,111,347.38,booked
813,9,Suite,112,238.47,maintenance
814,9,Single,113,171.98,available
815,9,Double,114,475.65,available
816,9,Double,115,162.23,available
817,9,Single,116,250.2,maintenance
818,9,Double,117,471.35,available
819,9,Suite,118,127.82,booked
820,9,Suite,119,347.25,available
821,9,Suite,120,108.11,maintenance
822,9,Single,121,390.22,maintenance
823,9,Suite,122,425.91,available
824,9,Suite,123,366.21,maintenance
825,9,Double,124,151.74,booked
826,9,Suite,125,171.93,booked
827,9,Suite,126,419.58,available
828,9,Double,127,428.56,maintenance
829,9,Suite,128,489.59,maintenance
830,9,Suite,129,72.9,booked
831,9,Double,130,323.74,booked
832,9,Suite,131,310.98,booked
833,9,Single,132,388.19,available
834,9,Double,133,383.76,maintenance
835,9,Single,134,288.04,booked
836,9,Double,135,295.07,available
